"","X","Tree","NumberOfVariantsInModel","RateOfChange","Repetition","Sample","NumberOfVariantsObserved","loglik_drift","loglik_selectiononestate","loglik_pathways","loglik_pathwaystoone","loglik_unconstrained","phylosigLambda","phylosigK","BayestraitsIndependent_CladeA","BayestraitsDependent_CladeA","BayestraitsIndependent_Ecology","BayestraitsDependent_Ecology","loglik_pathwaysfromone","BayestraitsMultistate_Free","BayestraitsMultistate_Equal","Pathway_impossible","simulation_variant","ml_model_supported","chisq_p_selectionwronglysupported_df","chisq_p_selectionwronglysupported","chisq_p_selectiontoonestatewronglysupported","selectionwronglysupportedsignificant","selectiontoonewronglysupportedsignificant","chisq_p_selectiontoonestatewronglysupported_df","BT_dependent_CladeA_better","BT_dependent_Forest_better","samplesize","horizontaltransmission","diversityrepresented","BT_MultistateFree_better","chisq_BT_MultitstateFree_better","chisq_BT_CladeAdependent_better","chisq_BT_Forestdependent_better","BT_MultitstateFree_wronglysupported","BT_CladeAdependent_wronglysupported","BT_Forestdependent_wronglysupported","X.1","BT_Multistate_nonconvergence"
"68",69,"Latetree",2,1,7,"cladeD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,81,"No",0.5,NA,NA,NA,NA,NA,NA,NA,68,NA
"69",70,"Latetree",2,1,7,"cladeE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,48,"No",0.5,NA,NA,NA,NA,NA,NA,NA,69,NA
"70",71,"Latetree",2,1,7,"cladeF",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,34,"No",0.5,NA,NA,NA,NA,NA,NA,NA,70,NA
"71",72,"Latetree",2,1,7,"ThreeQuarterSample",2,-4.00933090218019,-3.41775744695606,-4.3174009468617,-3.41775744695606,-3.41775744695606,1.00322314926575,110.843760757777,NA,NA,NA,NA,-4.67290009775731,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.27671627708733,0.27671627708733,0.27671627708733,0,0,0.27671627708733,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,71,NA
"72",73,"Latetree",2,1,7,"HalfSample",2,-4.05339158724023,-3.47194669898381,-4.3539546289464,-3.47194669898381,-3.47194669898381,1.00322314926575,110.843760757777,NA,NA,NA,NA,-4.70505900544968,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.280867031476904,0.280867031476904,0.280867031476904,0,0,0.280867031476904,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,72,NA
"73",74,"Latetree",2,1,7,"Rarelost",2,-4.146055569675,-3.46073856336844,-4.42473920107922,-3.46073856336844,-3.46073856336844,1.00322314926575,110.843760757777,NA,NA,NA,NA,-4.96152524613225,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.241702981445057,0.241702981445057,0.241702981445057,0,0,0.241702981445057,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,73,NA
"74",75,"Latetree",2,1,7,"Frequentlost",2,-4.1154428728717,-3.55808146856658,-4.39982181909625,-3.55808146856658,-3.55808146856658,1.00322314926575,110.843760757777,NA,NA,NA,NA,-4.74524357502957,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.291057614097906,0.291057614097906,0.291057614097906,0,0,0.291057614097906,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,74,NA
"75",76,"Latetree",2,1,7,"Ecologyloss",2,-3.90602633407534,-3.43953721737817,-4.23475957529758,-3.43953721737817,-3.43953721737817,1.00322314926575,110.843760757777,NA,NA,NA,NA,-4.37038775665526,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.334090226923423,0.334090226923423,0.334090226923423,0,0,0.334090226923423,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,75,NA
"76",77,"Latetree",2,1,7,"horizontal10",2,-104.854177787087,-104.270193777407,-105.547318557595,-174.784950273515,-104.270193777407,1.00322314926575,110.843760757777,-107.757589,-86.898513,-172.460239,-166.950721,-187.61934858846,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.279819151492834,0.279819151492834,0.279819151492834,0,0,0.279819151492834,41.718152,NA,306,"Yes",1,NA,NA,1.90831558333215e-08,NA,NA,1,NA,76,NA
"77",79,"Latetree",2,1,7,"horizontalEcology10",2,-87.3908456284853,-77.526416633499,-88.083889639801,-78.7371517856648,-77.526416633499,1.00322314926575,110.843760757777,-81.013812,-57.69702,-145.716462,-141.752342,-175.902565794291,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",8.92435071397912e-06,8.92435071397912e-06,8.92435071397912e-06,1,1,8.92435071397912e-06,46.633584,NA,306,"Yes",1,NA,NA,1.81782544572684e-09,NA,NA,1,NA,77,NA
"78",80,"Latetree",2,1,7,"horizontalNeighbor10",2,-118.614154590307,-117.741861959113,-119.307308348357,-208.71417606354,-117.741861959113,1.00322314926575,110.843760757777,-121.229257,-92.654145,-185.931908,-181.980041,-212.244352784124,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.186558890874199,0.186558890874199,0.186558890874199,0,0,0.186558890874199,57.150224,NA,306,"Yes",1,NA,NA,1.15056852934003e-11,NA,NA,1,NA,78,NA
"79",81,"Latetree",2,1,8,"full",2,-15.0004600109861,-11.3611784282573,-15.0048816617475,-31.1006077693944,-11.3611784282573,6.63244184616063e-05,0.0124229195792799,-15.185351,-13.444847,-79.888001,-79.455083,-15.0437010574136,NA,NA,NA,"drift_two_slow","loglik_selectiononestate",0.00697823311917944,0.00697823311917944,0.00697823311917944,1,1,0.00697823311917944,3.481008,NA,306,"No",1,NA,NA,0.480771989817465,NA,NA,0,NA,79,NA
"80",82,"Latetree",2,1,8,"cladeA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,113,"No",0.5,NA,NA,NA,NA,NA,NA,NA,80,NA
"81",83,"Latetree",2,1,8,"cladeB",2,-4.11094586458283,-3.19015708341966,-4.13985300516121,-4.47990208873224,-3.19015708341966,6.63244184616063e-05,0.0124229195792799,NA,NA,NA,NA,NA,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.17476615981138,0.17476615981138,0.17476615981138,0,0,0.17476615981138,NA,NA,21,"No",1,NA,NA,NA,NA,NA,NA,NA,81,NA
"82",84,"Latetree",2,1,8,"cladeC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,78,"No",0.5,NA,NA,NA,NA,NA,NA,NA,82,NA
"83",85,"Latetree",2,1,8,"cladeD",2,-7.35532123972509,-4.69510357406805,-7.36481918451417,-12.9455265073587,-4.69510357406805,6.63244184616063e-05,0.0124229195792799,NA,NA,NA,NA,-7.37417254696321,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0210767452632676,0.0210767452632676,0.0210767452632676,1,1,0.0210767452632676,NA,NA,81,"No",1,NA,NA,NA,NA,NA,NA,NA,83,NA
"84",86,"Latetree",2,1,8,"cladeE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,48,"No",0.5,NA,NA,NA,NA,NA,NA,NA,84,NA
"85",87,"Latetree",2,1,8,"cladeF",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,34,"No",0.5,NA,NA,NA,NA,NA,NA,NA,85,NA
"86",88,"Latetree",2,1,8,"ThreeQuarterSample",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,200,"No",0.5,NA,NA,NA,NA,NA,NA,NA,86,NA
"87",89,"Latetree",2,1,8,"HalfSample",2,-14.0532548119804,-9.93025053855492,-14.0596339426635,-25.742076644888,-9.93025053855492,6.63244184616063e-05,0.0124229195792799,NA,NA,NA,NA,-14.1126592663559,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.00408417097848601,0.00408417097848601,0.00408417097848601,1,1,0.00408417097848601,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,87,NA
"88",90,"Latetree",2,1,8,"Rarelost",2,-15.0004600109861,-11.3611784282573,-15.0048816617475,-31.1006077693944,-11.3611784282573,6.63244184616063e-05,0.0124229195792799,NA,NA,NA,NA,-15.0437010574136,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.00697823311917944,0.00697823311917944,0.00697823311917944,1,1,0.00697823311917944,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,88,NA
"89",91,"Latetree",2,1,8,"Frequentlost",2,-14.0197085495882,-9.86979207591882,-14.0264279487103,-25.2196871164956,-9.86979207591882,6.63244184616063e-05,0.0124229195792799,NA,NA,NA,NA,-14.0826757173629,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.00396487253727495,0.00396487253727495,0.00396487253727495,1,1,0.00396487253727495,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,89,NA
"90",92,"Latetree",2,1,8,"Ecologyloss",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,306,"No",0.5,NA,NA,NA,NA,NA,NA,NA,90,NA
"91",93,"Latetree",2,1,8,"horizontal10",2,-146.536104501463,-103.953344403072,-147.229256560264,-300.8152062925,-103.953344403072,6.63244184616063e-05,0.0124229195792799,-114.752609,-113.693659,-179.45526,-178.062087,-163.576664987856,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0,0,0,1,1,0,2.11790000000002,NA,306,"Yes",1,NA,NA,0.71408458599297,NA,NA,0,NA,91,NA
"92",95,"Latetree",2,1,8,"horizontalEcology10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,306,"Yes",0.5,NA,NA,NA,NA,NA,NA,NA,92,NA
"93",96,"Latetree",2,1,8,"horizontalNeighbor10",2,-22.1381070405721,-16.1670170971402,-22.1526656689329,-47.4036267948687,-16.1670170971402,6.63244184616063e-05,0.0124229195792799,-20.434579,-20.359486,-85.137229,-83.723342,-22.2445851286214,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.000548772335525527,0.000548772335525527,0.000548772335525527,1,1,0.000548772335525527,0.150185999999998,NA,306,"Yes",1,NA,NA,0.997317773081492,NA,NA,0,NA,93,NA
"94",97,"Latetree",2,1,9,"full",2,-10.5419509861647,-10.0186157375811,-10.546528859768,-27.4714741159311,-10.0186157375811,1.00322314926575,0.317073525372268,-13.506011,-12.25418,-78.208661,-76.645961,-10.5453108351913,NA,NA,NA,"drift_two_slow","loglik_selectiononestate",0.306275149316403,0.306275149316403,0.306275149316403,0,0,0.306275149316403,2.503662,NA,306,"No",1,NA,NA,0.64398017536682,NA,NA,0,NA,94,NA
"95",98,"Latetree",2,1,9,"cladeA",2,-3.53938380535509,-3.4968335874044,-3.56475643691991,-3.70639435475238,-3.4968335874044,1.00322314926575,0.317073525372268,NA,NA,NA,NA,-3.4968335874044,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.77050087679085,0.77050087679085,0.77050087679085,0,0,0.77050087679085,NA,NA,113,"No",1,NA,NA,NA,NA,NA,NA,NA,95,NA
"96",99,"Latetree",2,1,9,"cladeB",2,-3.98186759175764,-3.16569067778283,-3.99274240963057,-5.55890606217296,-3.16569067778283,1.00322314926575,0.317073525372268,NA,NA,NA,NA,NA,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.201377789969198,0.201377789969198,0.201377789969198,0,0,0.201377789969198,NA,NA,21,"No",1,NA,NA,NA,NA,NA,NA,NA,96,NA
"97",100,"Latetree",2,1,9,"cladeC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,78,"No",0.5,NA,NA,NA,NA,NA,NA,NA,97,NA
"98",101,"Latetree",2,1,9,"cladeD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,81,"No",0.5,NA,NA,NA,NA,NA,NA,NA,98,NA
"99",102,"Latetree",2,1,9,"cladeE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,48,"No",0.5,NA,NA,NA,NA,NA,NA,NA,99,NA
"100",103,"Latetree",2,1,9,"cladeF",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,34,"No",0.5,NA,NA,NA,NA,NA,NA,NA,100,NA
"101",104,"Latetree",2,1,9,"ThreeQuarterSample",2,-10.2103491064721,-9.54334701040558,-10.217851238444,-22.7433230453155,-9.54334701040558,1.00322314926575,0.317073525372268,NA,NA,NA,NA,-10.2264737886479,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.248094115221369,0.248094115221369,0.248094115221369,0,0,0.248094115221369,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,101,NA
"102",105,"Latetree",2,1,9,"HalfSample",2,-4.67722026404001,-4.66971994191333,-4.67814937374233,-5.99718594732543,-4.66971994191333,1.00322314926575,0.317073525372268,NA,NA,NA,NA,-4.66971994191334,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.902521167321966,0.902521167321966,0.902521167321966,0,0,0.902521167321966,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,102,NA
"103",106,"Latetree",2,1,9,"Rarelost",2,-4.69728080514688,-4.69638708252051,-4.69797123258056,-5.81634884899213,-4.69638708252051,1.00322314926575,0.317073525372268,NA,NA,NA,NA,-4.69638708252049,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.96627693251031,0.96627693251031,0.96627693251031,0,0,0.96627693251031,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,103,NA
"104",107,"Latetree",2,1,9,"Frequentlost",2,-10.3195093102367,-9.70391744801458,-10.3258420330659,-23.6755155528594,-9.70391744801458,1.00322314926575,0.317073525372268,NA,NA,NA,NA,-10.3307812221433,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.267176955318742,0.267176955318742,0.267176955318742,0,0,0.267176955318742,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,104,NA
"105",108,"Latetree",2,1,9,"Ecologyloss",2,-10.088502778193,-9.32802287938515,-10.0974815366883,-23.15335040062,-9.32802287938515,1.00322314926575,0.317073525372268,NA,NA,NA,NA,-10.1133850819931,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.217474305023269,0.217474305023269,0.217474305023269,0,0,0.217474305023269,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,105,NA
"106",109,"Latetree",2,1,9,"horizontal10",2,-130.053784945964,-107.433209765886,-130.746936583656,-272.660036672228,-107.433209765886,1.00322314926575,0.317073525372268,-111.445894,-109.308521,-176.148544,-173.198523,-142.298031509897,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",1.74206205016958e-11,1.74206205016958e-11,1.74206205016958e-11,1,1,1.74206205016958e-11,4.27474599999999,NA,306,"Yes",1,NA,NA,0.370098099593571,NA,NA,0,NA,106,NA
"107",110,"Latetree",2,1,9,"horizontalClade10",2,-7.15560937103677,-5.70145466507042,-7.15626583976904,-20.0811831573158,-5.70145466507042,1.00322314926575,0.317073525372268,-9.18885,-7.803412,-73.8915,-73.663209,-7.16496738873598,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0881242061475102,0.0881242061475102,0.0881242061475102,0,0,0.0881242061475102,2.770876,NA,306,"Yes",1,NA,NA,0.596870417823133,NA,NA,0,NA,107,NA
"108",111,"Latetree",2,1,9,"horizontalEcology10",2,-8.40830508684826,-6.00976733639339,-8.40896157526678,-18.6172763552774,-6.00976733639339,1.00322314926575,0.317073525372268,-9.711667,-7.985851,-74.414317,-71.636679,-8.4184808827458,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0285080893040481,0.0285080893040481,0.0285080893040481,1,1,0.0285080893040481,3.451632,NA,306,"Yes",1,NA,NA,0.485270812704034,NA,NA,0,NA,108,NA
"109",112,"Latetree",2,1,9,"horizontalNeighbor10",2,-29.8394764633301,-25.7911076993119,-29.9108092795903,-71.2215754249658,-25.7911076993119,1.00322314926575,0.317073525372268,-29.278503,-26.811153,-93.981153,-91.966403,-43.3335757451447,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.00443450065623774,0.00443450065623774,0.00443450065623774,1,1,0.00443450065623774,4.9347,NA,306,"Yes",1,NA,NA,0.294063547641158,NA,NA,0,NA,109,NA
"110",113,"Latetree",2,1,10,"full",2,-12.4358674303058,-11.8775610991479,-12.4403029126499,-29.2233793893295,-11.8775610991479,0.945708379606846,0.0641358430049674,-15.364957,-13.474326,-80.067607,-79.383486,-12.4397585690067,NA,NA,NA,"drift_two_slow","loglik_selectiononestate",0.290649006226126,0.290649006226126,0.290649006226126,0,0,0.290649006226126,3.781262,NA,306,"No",1,NA,NA,0.436417387576458,NA,NA,0,NA,110,NA
"111",114,"Latetree",2,1,10,"cladeA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,113,"No",0.5,NA,NA,NA,NA,NA,NA,NA,111,NA
"112",115,"Latetree",2,1,10,"cladeB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,21,"No",0.5,NA,NA,NA,NA,NA,NA,NA,112,NA
"113",116,"Latetree",2,1,10,"cladeC",2,-7.39243095224539,-4.65712381849627,-7.40078245245214,-15.5047949849127,-4.65712381849627,0.945708379606846,0.0641358430049674,NA,NA,NA,NA,-7.41263883676042,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0193388272705461,0.0193388272705461,0.0193388272705461,1,1,0.0193388272705461,NA,NA,78,"No",1,NA,NA,NA,NA,NA,NA,NA,113,NA
"114",117,"Latetree",2,1,10,"cladeD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,81,"No",0.5,NA,NA,NA,NA,NA,NA,NA,114,NA
"115",118,"Latetree",2,1,10,"cladeE",2,-6.87242896245574,-4.16756406264654,-6.87578735833083,-12.5983148014943,-4.16756406264654,0.945708379606846,0.0641358430049674,NA,NA,NA,NA,-6.90126596729065,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.0200248153216733,0.0200248153216733,0.0200248153216733,1,1,0.0200248153216733,NA,NA,48,"No",1,NA,NA,NA,NA,NA,NA,NA,115,NA
"116",119,"Latetree",2,1,10,"cladeF",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,34,"No",0.5,NA,NA,NA,NA,NA,NA,NA,116,NA
"117",120,"Latetree",2,1,10,"ThreeQuarterSample",2,-4.58890518771107,-4.58472193549451,-4.58990107913253,-5.94170168834844,-4.58472193549451,0.945708379606846,0.0641358430049674,NA,NA,NA,NA,-4.58472193549451,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.927120256722894,0.927120256722894,0.927120256722894,0,0,0.927120256722894,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,117,NA
"118",121,"Latetree",2,1,10,"HalfSample",2,-11.5151866161848,-10.7804153021692,-11.5213464783801,-22.5108717242577,-10.7804153021692,0.945708379606846,0.0641358430049674,NA,NA,NA,NA,-11.5311743915112,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.225417870555025,0.225417870555025,0.225417870555025,0,0,0.225417870555025,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,118,NA
"119",122,"Latetree",2,1,10,"Rarelost",2,-12.4308347082433,-11.7779978340107,-12.4353022225212,-29.025190366654,-11.7779978340107,0.945708379606846,0.0641358430049674,NA,NA,NA,NA,-12.4397580098895,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.253179443148789,0.253179443148789,0.253179443148789,0,0,0.253179443148789,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,119,NA
"120",123,"Latetree",2,1,10,"Frequentlost",2,-11.4918899057173,-10.8411172242669,-11.498280556163,-22.050217503433,-10.8411172242669,0.945708379606846,0.0641358430049674,NA,NA,NA,NA,-11.5037235653854,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.253931138150028,0.253931138150028,0.253931138150028,0,0,0.253931138150028,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,120,NA
"121",124,"Latetree",2,1,10,"Ecologyloss",2,-11.9774605992382,-11.1417551863902,-11.986228169755,-24.9634799414342,-11.1417551863902,0.945708379606846,0.0641358430049674,NA,NA,NA,NA,-12.0050166733244,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.196069672522732,0.196069672522732,0.196069672522732,0,0,0.196069672522732,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,121,NA
"122",125,"Latetree",2,1,10,"horizontal10",2,-136.829646501401,-109.224415192094,-137.522798960944,-285.605521450742,-109.224415192094,0.945708379606846,0.0641358430049674,-114.723117,-112.587594,-179.425767,-178.403625,-151.671676843235,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",1.08246744900953e-13,1.08246744900953e-13,1.08246744900953e-13,1,1,1.08246744900953e-13,4.27104600000001,NA,306,"Yes",1,NA,NA,0.370564776684369,NA,NA,0,NA,122,NA
"123",127,"Latetree",2,1,10,"horizontalEcology10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_slow","NA",NA,NA,NA,NA,NA,NA,NA,NA,306,"Yes",0.5,NA,NA,NA,NA,NA,NA,NA,123,NA
"124",128,"Latetree",2,1,10,"horizontalNeighbor10",2,-31.4425181544921,-26.654895730423,-31.512158372395,-62.9925304383226,-26.654895730423,0.945708379606846,0.0641358430049674,-30.142291,-25.566488,-94.844941,-93.841365,-38.7037050221517,NA,NA,FALSE,"drift_two_slow","loglik_selectiononestate",0.00197218548667988,0.00197218548667988,0.00197218548667988,1,1,0.00197218548667988,9.151606,NA,306,"Yes",1,NA,NA,0.0574197672851166,NA,NA,0,NA,124,NA
"125",129,"Latetree",2,2,1,"full",2,-24.4778468717586,-24.1649014486743,-25.1475943862926,-66.0314508921375,-24.1649014486743,0.993726278249288,0.48298591080742,-27.652297,-25.613143,-92.354947,-88.083623,-25.3656820019686,NA,NA,NA,"drift_two_medium","loglik_selectiononestate",0.428866596910736,0.428866596910736,0.428866596910736,0,0,0.428866596910736,4.078308,NA,306,"No",1,NA,NA,0.395511738214406,NA,NA,0,NA,125,NA
"126",130,"Latetree",2,2,1,"cladeA",2,-9.18335793356746,-8.63171923827164,-9.23630240860705,-15.6752066731257,-8.63171923827164,0.993726278249288,0.48298591080742,NA,NA,NA,NA,-9.23718823469483,NA,NA,FALSE,"drift_two_medium","loglik_selectiononestate",0.293547977510763,0.293547977510763,0.293547977510763,0,0,0.293547977510763,NA,NA,113,"No",1,NA,NA,NA,NA,NA,NA,NA,126,NA
"127",131,"Latetree",2,2,1,"cladeB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_medium","NA",NA,NA,NA,NA,NA,NA,NA,NA,21,"No",0.5,NA,NA,NA,NA,NA,NA,NA,127,NA
"128",132,"Latetree",2,2,1,"cladeC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_medium","NA",NA,NA,NA,NA,NA,NA,NA,NA,78,"No",0.5,NA,NA,NA,NA,NA,NA,NA,128,NA
"129",133,"Latetree",2,2,1,"cladeD",2,-8.87799559238958,-8.65052837433163,-9.50120331366274,-25.4674318796485,-8.65052837433163,0.993726278249288,0.48298591080742,NA,NA,NA,NA,-8.65052837433163,NA,NA,FALSE,"drift_two_medium","loglik_selectiononestate",0.50000093615095,0.50000093615095,0.50000093615095,0,0,0.50000093615095,NA,NA,81,"No",1,NA,NA,NA,NA,NA,NA,NA,129,NA
"130",134,"Latetree",2,2,1,"cladeE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_medium","NA",NA,NA,NA,NA,NA,NA,NA,NA,48,"No",0.5,NA,NA,NA,NA,NA,NA,NA,130,NA
"131",135,"Latetree",2,2,1,"cladeF",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_medium","NA",NA,NA,NA,NA,NA,NA,NA,NA,34,"No",0.5,NA,NA,NA,NA,NA,NA,NA,131,NA
"132",136,"Latetree",2,2,1,"ThreeQuarterSample",2,-17.1508775312646,-17.0652706575669,-17.8223588757073,-33.956572642435,-17.0652706575669,0.993726278249288,0.48298591080742,NA,NA,NA,NA,-18.7570039128558,NA,NA,FALSE,"drift_two_medium","loglik_selectiononestate",0.679035357153595,0.679035357153595,0.679035357153595,0,0,0.679035357153595,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,132,NA
"133",137,"Latetree",2,2,1,"HalfSample",2,-17.371543762071,-17.2466614678225,-18.0395137948483,-35.1886186934564,-17.2466614678225,0.993726278249288,0.48298591080742,NA,NA,NA,NA,-18.7999398380652,NA,NA,FALSE,"drift_two_medium","loglik_selectiononestate",0.617240886706656,0.617240886706656,0.617240886706656,0,0,0.617240886706656,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,133,NA
"134",138,"Latetree",2,2,1,"Rarelost",2,-13.5310697334741,-13.4936585450001,-14.1505754803771,-15.8595085171522,-13.4936585450001,0.993726278249288,0.48298591080742,NA,NA,NA,NA,-15.4881626665073,NA,NA,FALSE,"drift_two_medium","loglik_selectiononestate",0.784440613852997,0.784440613852997,0.784440613852997,0,0,0.784440613852997,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,134,NA
"135",139,"Latetree",2,2,1,"Frequentlost",2,-24.1037207512719,-23.6678728004582,-24.7789520281027,-59.2048391973188,-23.6678728004582,0.993726278249288,0.48298591080742,NA,NA,NA,NA,-24.8148900087205,NA,NA,FALSE,"drift_two_medium","loglik_selectiononestate",0.350486238896646,0.350486238896646,0.350486238896646,0,0,0.350486238896646,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,135,NA
