"","Tree","Repetition","Sample","pvalue_ecology","pvalue_alternative","pvalue_clade","variance_trait","median_Ecology1","median_Ecology2","median_Alternative1","median_Alternative2","median_CladeA","median_OtherClades","predictor_variable"
"94","PamaNyungantree","9","horizontal10","0.001","0.001","0.001","4.32577131943239","2.71040526899433","2.36637927326203","2.21485989236139","2.82917664403007","2.82695634857949","-1.48225337412196","simmapattemptCladeA"
"95","PamaNyungantree","9","horizontal10clade","0.001","0.001","0.001","4.32577131943239","2.71040526899433","2.36637927326203","0.629772091754788","2.8417156035733","2.82833025694241","-1.47390141665821","simmapattemptCladeA"
"96","PamaNyungantree","9","horizontal10ecology","0.001","0.001","0.001","4.32577131943239","2.71040526899433","2.35942645689434","2.23814508349917","2.83521707308499","2.81938590309366","-1.47390141665821","simmapattemptCladeA"
"97","PamaNyungantree","9","horizontalnodes","0.001","0.001","0.001","4.32577131943239","2.71040526899433","2.36637927326203","0.629772091754788","2.8417156035733","2.82833025694241","-1.48822793509502","simmapattemptCladeA"
"98","PamaNyungantree","9","horizontalnodesecology","0.002","0.001","0.001","4.32577131943239","2.71040526899433","2.39597346801523","0.670665971658155","2.8417156035733","2.83386856845437","-1.48822793509502","simmapattemptCladeA"
"99","PamaNyungantree","9","horizontalneighbor","0.002","0.001","0.001","4.32577131943239","2.72061818831147","2.35553609415119","2.23814508349917","2.83744569506606","2.81772914321322","-1.48208892000746","simmapattemptCladeA"
"100","PamaNyungantree","10","full","0.002","0.001","0.001","4.55913619975078","2.82423901589953","2.73733384754844","0.736546354752617","3.07098353363945","3.04294101235681","-1.34453836138287","simmapattemptCladeA"
"101","PamaNyungantree","10","quarterloss","0.002","0.001","0.001","4.55913619975078","2.86658748691589","2.72282303198803","-1.08377666008652","3.11841563793306","3.09567963349629","-1.36965382548525","simmapattemptCladeA"
"102","PamaNyungantree","10","halfloss","0.002","0.001","0.001","4.55913619975078","2.82004804091351","2.54767938868249","-1.04987257614999","2.98634351933697","2.97842018539358","-1.38483763630297","simmapattemptCladeA"
"103","PamaNyungantree","10","positiveloss","0.001","0.001","0.001","4.55913619975078","2.84009817743639","2.65809733706354","-1.06854923273705","3.06351939513406","3.07614756745569","-1.34453836138287","simmapattemptCladeA"
"104","PamaNyungantree","10","ecologyloss",NA,"0.001","0.001","4.55913619975078",NA,"2.7692060120676","-1.06854923273705","3.11841563793306","3.06916433875214","-1.33515170777075","simmapattemptCladeA"
"105","PamaNyungantree","10","horizontal10","0.001","0.001","0.001","4.55913619975078","2.82004804091351","2.73612434773736","2.499373989711","2.98483923806338","3.00062497597043","-1.34114942981643","simmapattemptCladeA"
"106","PamaNyungantree","10","horizontal10clade","0.002","0.001","0.001","4.55913619975078","2.82423901589953","2.73733384754844","0.736546354752617","3.07098353363945","3.04294101235681","-1.34453836138287","simmapattemptCladeA"
"107","PamaNyungantree","10","horizontal10ecology","0.002","0.001","0.001","4.55913619975078","2.82423901589953","2.72282303198803","2.53370760824308","2.94675426988931","3.00169653280859","-1.33935528565528","simmapattemptCladeA"
"108","PamaNyungantree","10","horizontalnodes","0.001","0.001","0.001","4.55913619975078","2.82423901589953","2.73733384754844","-1.03554963527681","3.07098353363945","3.04294101235681","-1.34453836138287","simmapattemptCladeA"
"109","PamaNyungantree","10","horizontalnodesecology","0.001","0.001","0.001","4.55913619975078","2.86500317656081","2.85236869893334","0.762836752774016","3.07098353363945","3.04892606929609","-1.34453836138287","simmapattemptCladeA"
"110","PamaNyungantree","10","horizontalneighbor","0.002","0.001","0.001","4.55913619975078","2.82930408068954","2.74195663878287","2.56041335337455","3.07098353363945","3.02580270488362","-1.30926833579967","simmapattemptCladeA"
"111","Grafentree","1","full","0.001","0.001","0.001","5.40847775602111","3.22074315080368","3.01842131557456","0.891921413992644","3.26144272040636","3.29438304851834","-1.47048411987233","simmapattemptCladeA"
"112","Grafentree","1","quarterloss","0.05","0.001","0.001","5.40847775602111","3.21384517442012","3.06635890597399","3.01665227675989","3.26648798759311","3.29496276185095","-1.46565829281589","simmapattemptCladeA"
"113","Grafentree","1","halfloss","0.0960000000000001","0.001","0.001","5.40847775602111","3.21071690101467","3.00300301669247","3.0024618246808","3.22961563715187","3.27424672638727","-1.47048411987233","simmapattemptCladeA"
"114","Grafentree","1","positiveloss","0.001","0.001","0.001","5.40847775602111","3.21384517442012","2.95519829157911","-1.2542009382577","3.22609745339602","3.29496276185095","-1.47048411987233","simmapattemptCladeA"
