"","Tree","Repetition","Sample","pvalue_ecology","pvalue_clade","variance_trait","pvalue_trend"
"348","Latetree","2","horizontal10clade","0.654","0.8","0.147660472708571","0"
"349","Latetree","2","horizontal10ecology","0.72","0.692","0.147660472708571","0"
"350","Latetree","2","horizontalnodes","0.646","0.772","0.147660472708571","1"
"351","Latetree","2","horizontalnodesecology","0.608","0.686","0.147660472708571","1"
"352","Latetree","2","horizontalneighbor","0.62","0.854","0.147660472708571","0"
"353","Latetree","3","full","0.518","0.004","0.508647439866859","1"
"354","Latetree","3","threequarter","0.766","0.032","0.508647439866859","0.999999999998771"
"355","Latetree","3","half","0.668","0.024","0.508647439866859","1"
"356","Latetree","3","positiveloss","0.674","0.001","0.508647439866859","1"
"357","Latetree","3","ecologyloss",NA,"0.012","0.508647439866859","1"
"358","Latetree","3","horizontal10","0.646","0.002","0.508647439866859","0"
"359","Latetree","3","horizontal10clade","0.552","0.001","0.508647439866859","0"
"360","Latetree","3","horizontal10ecology","0.506","0.002","0.508647439866859","0"
"361","Latetree","3","horizontalnodes","0.538","0.001","0.508647439866859","1"
"362","Latetree","3","horizontalnodesecology","0.684","0.004","0.508647439866859","1"
"363","Latetree","3","horizontalneighbor","0.466","0.00600000000000001","0.508647439866859","0"
"364","Latetree","4","full","0.628","0.168","0.218030032316438","1"
"365","Latetree","4","threequarter","0.662","0.438","0.218030032316438","0.999999999999942"
"366","Latetree","4","half","0.742","0.378","0.218030032316438","1"
"367","Latetree","4","positiveloss","0.664","0.196","0.218030032316438","1"
"368","Latetree","4","ecologyloss",NA,"0.312","0.218030032316438","1"
"369","Latetree","4","horizontal10","0.704","0.188","0.218030032316438","0"
"370","Latetree","4","horizontal10clade","0.648","0.202","0.218030032316438","0"
"371","Latetree","4","horizontal10ecology","0.566","0.198","0.218030032316438","0"
"372","Latetree","4","horizontalnodes","0.716","0.23","0.218030032316438","1"
"373","Latetree","4","horizontalnodesecology","0.662","0.142","0.218030032316438","1"
"374","Latetree","4","horizontalneighbor","0.706","0.256","0.218030032316438","0"
"375","Latetree","5","full","0.334","0.446","0.17413440870452","1"
"376","Latetree","5","threequarter","0.466","0.578","0.17413440870452","0.999999999999984"
"377","Latetree","5","half","0.522","0.564","0.17413440870452","1"
"378","Latetree","5","positiveloss","0.304","0.356","0.17413440870452","1"
"379","Latetree","5","ecologyloss",NA,"0.672","0.17413440870452","0.999999999999996"
"380","Latetree","5","horizontal10","0.412","0.41","0.17413440870452","0"
"381","Latetree","5","horizontal10clade","0.382","0.398","0.17413440870452","0"
"382","Latetree","5","horizontal10ecology","0.29","0.414","0.17413440870452","0"
"383","Latetree","5","horizontalnodes","0.388","0.388","0.17413440870452","1"
"384","Latetree","5","horizontalnodesecology","0.244","0.394","0.17413440870452","1"
"385","Latetree","5","horizontalneighbor","0.442","0.49","0.17413440870452","0"
"386","Latetree","6","full","0.83","0.046","0.32885177336138","1"
"387","Latetree","6","threequarter","0.698","0.262","0.32885177336138","0.9999999999999"
"388","Latetree","6","half","0.9","0.226","0.32885177336138","1"
"389","Latetree","6","positiveloss","0.816","0.208","0.32885177336138","1"
"390","Latetree","6","ecologyloss",NA,"0.31","0.32885177336138","0.999999999999999"
"391","Latetree","6","horizontal10","0.77","0.086","0.32885177336138","0"
"392","Latetree","6","horizontal10clade","0.83","0.062","0.32885177336138","0"
"393","Latetree","6","horizontal10ecology","0.884","0.066","0.32885177336138","0"
"394","Latetree","6","horizontalnodes","0.886","0.058","0.32885177336138","1"
"395","Latetree","6","horizontalnodesecology","0.866","0.058","0.32885177336138","1"
"396","Latetree","6","horizontalneighbor","0.866","0.134","0.32885177336138","0"
"397","Latetree","7","full","0.672","0.708","0.111036966549219","1"
"398","Latetree","7","threequarter","0.818","0.726","0.111036966549219","0.999999999931751"
"399","Latetree","7","half","0.752","0.73","0.111036966549219","1"
"400","Latetree","7","positiveloss","0.608","0.72","0.111036966549219","1"
"401","Latetree","7","ecologyloss",NA,"0.588","0.111036966549219","0.999999999999803"
"402","Latetree","7","horizontal10","0.638","0.694","0.111036966549219","0"
"403","Latetree","7","horizontal10clade","0.668","0.704","0.111036966549219","0"
"404","Latetree","7","horizontal10ecology","0.61","0.692","0.111036966549219","0"
"405","Latetree","7","horizontalnodes","0.598","0.644","0.111036966549219","1"
"406","Latetree","7","horizontalnodesecology","0.69","0.666","0.111036966549219","1"
"407","Latetree","7","horizontalneighbor","0.678","0.756","0.111036966549219","0"
"408","Latetree","8","full","0.744","0.964","0.0913409609405491","1"
"409","Latetree","8","threequarter","0.866","0.976","0.0913409609405491","0.999999999834686"
"410","Latetree","8","half","0.798","0.98","0.0913409609405491","1"
"411","Latetree","8","positiveloss","0.886","0.958","0.0913409609405491","0.999999999999998"
"412","Latetree","8","ecologyloss",NA,"0.954","0.0913409609405491","0.99999999999892"
"413","Latetree","8","horizontal10","0.768","0.952","0.0913409609405491","0"
"414","Latetree","8","horizontal10clade","0.736","0.976","0.0913409609405491","0"
"415","Latetree","8","horizontal10ecology","0.77","0.946","0.0913409609405491","0"
"416","Latetree","8","horizontalnodes","0.776","0.998","0.0913409609405491","1"
"417","Latetree","8","horizontalnodesecology","0.846","0.18","0.0913409609405491","1"
"418","Latetree","8","horizontalneighbor","0.716","0.86","0.0913409609405491","0"
"419","Latetree","9","full","0.138","0.026","0.383481983101953","1"
"420","Latetree","9","threequarter","0.26","0.094","0.383481983101953","0.999999999999941"
"421","Latetree","9","half","0.414","0.088","0.383481983101953","1"
"422","Latetree","9","positiveloss","0.158","0.042","0.383481983101953","1"
"423","Latetree","9","ecologyloss",NA,"0.214","0.383481983101953","0.999999999999999"
"424","Latetree","9","horizontal10","0.172","0.036","0.383481983101953","0"
"425","Latetree","9","horizontal10clade","0.142","0.018","0.383481983101953","0"
"426","Latetree","9","horizontal10ecology","0.09","0.006","0.383481983101953","0"
"427","Latetree","9","horizontalnodes","0.114","0.016","0.383481983101953","1"
"428","Latetree","9","horizontalnodesecology","0.116","0.014","0.383481983101953","1"
"429","Latetree","9","horizontalneighbor","0.208","0.046","0.383481983101953","0"
"430","Latetree","10","full","0.756","0.214","0.259132776647767","1"
"431","Latetree","10","threequarter","0.922","0.322","0.259132776647767","0.999999998916147"
"432","Latetree","10","half","0.726","0.38","0.259132776647767","1"
"433","Latetree","10","positiveloss","0.696","0.222","0.259132776647767","1"
"434","Latetree","10","ecologyloss",NA,"0.284","0.259132776647767","0.999999999999992"
"435","Latetree","10","horizontal10","0.776","0.206","0.259132776647767","0"
"436","Latetree","10","horizontal10clade","0.768","0.18","0.259132776647767","0"
"437","Latetree","10","horizontal10ecology","0.692","0.308","0.259132776647767","0"
"438","Latetree","10","horizontalnodes","0.688","0.2","0.259132776647767","1"
"439","Latetree","10","horizontalnodesecology","0.642","0.192","0.259132776647767","1"
"440","Latetree","10","horizontalneighbor","0.832","0.302","0.259132776647767","0"
"441",NA,NA,NA,NA,NA,NA,NA
